🔍 Logging to: preprocess-2-epoka-bert-model-80-20-new-dataset\logs.txt
📥 Loading dataset...
Sample rows:
                                                text    label
0  i feel awful about it too because it s my job ...  sadness
1                              im alone i feel awful  sadness
2  ive probably mentioned this before but i reall...      joy
3           i was feeling a little low few days back  sadness
4  i beleive that i am much more sensitive to oth...     love
💾 Saved label mapping → preprocess-2-epoka-bert-model-80-20-new-dataset\label_mapping.json

Label distribution:
label
1    141067
0    121187
3     57317
4     47712
2     34554
5     14972
Name: count, dtype: int64

Train size: 333447, Test size: 83362
🔑 Loading tokenizer and model...
✂️ Tokenizing...
⚙️ Setting training arguments...
🧠 Initializing Trainer...
🚀 Training...
{'loss': 1.2113, 'grad_norm': 6.21142578125, 'learning_rate': 1.990451513842906e-05, 'epoch': 0.01}
              precision    recall  f1-score   support

     sadness     0.9796    0.9735    0.9766     24238
         joy     0.9962    0.9166    0.9548     28214
        love     0.7707    0.9988    0.8701      6911
       anger     0.9139    0.9910    0.9509     11463
        fear     0.9920    0.8225    0.8993      9542
    surprise     0.7384    0.9906    0.8461      2994

    accuracy                         0.9421     83362
   macro avg     0.8985    0.9489    0.9163     83362
weighted avg     0.9516    0.9421    0.9433     83362

💾 Saved classification report → preprocess-2-epoka-bert-model-80-20-new-dataset\classification_report.txt
🧮 Computing confusion matrix...
💾 Saved confusion matrix JSON → preprocess-2-epoka-bert-model-80-20-new-dataset\confusion_matrix.json
📈 Saved confusion matrix plot → preprocess-2-epoka-bert-model-80-20-new-dataset\confusion_matrix.png
📉 Generating learning curves...
📉 Saved loss curve → preprocess-2-epoka-bert-model-80-20-new-dataset\loss_curve.png
📈 Saved F1 curve → preprocess-2-epoka-bert-model-80-20-new-dataset\f1_curve.png
💾 Saving model and tokenizer...
✅ Model & tokenizer saved to: preprocess-2-epoka-bert-model-80-20-new-dataset\model

🧪 Running quick prediction tests...

🔍 Prediction Results:
Text: The hotel completely messed up my reservation, and the staff didn’t even apologize.
Predicted Emotion: anger
--------------------------------------------------
Text: I expected a peaceful weekend, but the room was noisy and I was disappointed.
Predicted Emotion: fear
--------------------------------------------------
Text: I felt happy for the first time.
Predicted Emotion: joy
--------------------------------------------------
Text: I was really confused during check-in, the instructions were unclear.
Predicted Emotion: fear
--------------------------------------------------
Text: All day I felt alone and rejected, even though my team supports me.
Predicted Emotion: sadness
--------------------------------------------------
Text: My heart finds it s home in you, in the quiet happiness of your presence and the way you make the world feel softer.
Predicted Emotion: joy
--------------------------------------------------
Text: My eyes widened and my breath caught as the moment unfolded, brighter and sudded than I ever imagined.
Predicted Emotion: fear
--------------------------------------------------
